case_id,activity,enable_time,start_time,end_time,resource
0,W_Beoordelen fraude,2012-01-07 09:11:44.907954+00:00,2012-01-07 09:11:44.907954+00:00,2012-01-07 09:11:55.310108+00:00,10809
3,W_Completeren aanvraag,2012-01-07 09:29:27.471290+00:00,2012-01-07 09:29:27.471290+00:00,2012-01-07 09:32:31.406678+00:00,10138
1,W_Beoordelen fraude,2012-01-07 09:39:44.137954+00:00,2012-01-07 09:39:44.137954+00:00,2012-01-07 09:40:49.369019+00:00,10809
1,W_Beoordelen fraude,2012-01-07 09:45:17.750379+00:00,2012-01-07 09:45:17.750379+00:00,2012-01-07 09:45:55.058663+00:00,10809
5,W_Beoordelen fraude,2012-01-07 09:54:45.811627+00:00,2012-01-07 09:54:45.811627+00:00,2012-01-07 09:54:54.126870+00:00,10809
6,W_Completeren aanvraag,2012-01-07 10:08:45.170606+00:00,2012-01-07 10:08:45.170607+00:00,2012-01-07 10:09:29.342327+00:00,10228
4,W_Beoordelen fraude,2012-01-07 10:12:34.201466+00:00,2012-01-07 10:12:34.201466+00:00,2012-01-07 10:13:11.249178+00:00,10809
8,W_Completeren aanvraag,2012-01-07 10:30:36.624820+00:00,2012-01-07 10:30:36.624821+00:00,2012-01-07 10:32:11.779744+00:00,10609
8,W_Beoordelen fraude,2012-01-07 10:30:56.871789+00:00,2012-01-07 10:30:56.871789+00:00,2012-01-07 10:31:38.474314+00:00,10809
0,W_Beoordelen fraude,2012-01-07 10:39:58.286668+00:00,2012-01-07 10:39:58.286668+00:00,2012-01-07 10:40:36.250861+00:00,10809
11,W_Beoordelen fraude,2012-01-07 10:46:48.105317+00:00,2012-01-07 10:46:48.105318+00:00,2012-01-07 10:47:26.135563+00:00,10809
12,W_Completeren aanvraag,2012-01-07 10:49:03.973520+00:00,2012-01-07 10:49:03.973521+00:00,2012-01-07 10:58:31.286854+00:00,10629
13,W_Beoordelen fraude,2012-01-07 10:53:10.971988+00:00,2012-01-07 10:53:10.971988+00:00,2012-01-07 10:54:11.014111+00:00,10809
17,W_Beoordelen fraude,2012-01-07 10:54:06.863574+00:00,2012-01-07 10:54:11.014111+00:00,2012-01-07 10:54:36.292413+00:00,10809
11,W_Afhandelen leads,2012-01-07 10:54:48.718386+00:00,2012-01-07 10:54:48.718387+00:00,2012-01-07 10:56:23.171387+00:00,10779
14,W_Beoordelen fraude,2012-01-07 10:54:58.594562+00:00,2012-01-07 10:54:58.594562+00:00,2012-01-07 10:55:08.844757+00:00,10809
14,W_Afhandelen leads,2012-01-07 10:56:46.373833+00:00,2012-01-07 10:56:46.373833+00:00,2012-01-07 11:06:51.767853+00:00,10861
15,W_Afhandelen leads,2012-01-07 10:56:57.407737+00:00,2012-01-07 10:56:57.407738+00:00,2012-01-07 10:59:04.439548+00:00,10863
7,W_Completeren aanvraag,2012-01-07 10:58:58.410042+00:00,2012-01-07 10:58:58.410042+00:00,2012-01-07 10:59:36.753794+00:00,10881
17,W_Afhandelen leads,2012-01-07 11:00:47.181617+00:00,2012-01-07 11:00:47.181617+00:00,2012-01-07 11:05:43.982029+00:00,10889
4,W_Completeren aanvraag,2012-01-07 11:06:59.853640+00:00,2012-01-07 11:06:59.853640+00:00,2012-01-07 11:08:23.208640+00:00,10899
10,W_Afhandelen leads,2012-01-07 11:08:54.882436+00:00,2012-01-07 11:08:54.882436+00:00,2012-01-07 11:08:54.882436+00:00,10909
16,W_Afhandelen leads,2012-01-07 11:09:40.966049+00:00,2012-01-07 11:09:40.966049+00:00,2012-01-07 11:10:43.609941+00:00,10910
3,W_Beoordelen fraude,2012-01-07 11:11:11.923667+00:00,2012-01-07 11:11:11.923667+00:00,2012-01-07 11:11:25.438831+00:00,10809
18,W_Beoordelen fraude,2012-01-07 11:17:30.637389+00:00,2012-01-07 11:17:30.637389+00:00,2012-01-07 11:18:08.427379+00:00,10809
14,W_Beoordelen fraude,2012-01-07 11:18:43.447583+00:00,2012-01-07 11:18:43.447583+00:00,2012-01-07 11:19:51.070014+00:00,10809
9,W_Afhandelen leads,2012-01-07 11:20:27.847942+00:00,2012-01-07 11:20:27.847943+00:00,2012-01-07 11:23:12.043766+00:00,10912
19,W_Afhandelen leads,2012-01-07 11:21:27.269253+00:00,2012-01-07 11:21:27.269253+00:00,2012-01-07 11:22:04.080216+00:00,10913
7,W_Beoordelen fraude,2012-01-07 11:32:52.700519+00:00,2012-01-07 11:32:52.700519+00:00,2012-01-07 11:34:16.481984+00:00,10809
18,W_Afhandelen leads,2012-01-07 11:36:57.704190+00:00,2012-01-07 11:36:57.704190+00:00,2012-01-07 11:39:14.985190+00:00,10914
16,W_Completeren aanvraag,2012-01-07 11:40:43.390044+00:00,2012-01-07 11:40:43.390044+00:00,2012-01-07 11:42:41.311311+00:00,10929
8,W_Beoordelen fraude,2012-01-07 11:45:56.380659+00:00,2012-01-07 11:45:56.380660+00:00,2012-01-07 11:46:08.793916+00:00,10809
16,W_Completeren aanvraag,2012-01-07 11:48:10.195267+00:00,2012-01-07 11:48:10.195268+00:00,2012-01-07 11:59:38.485686+00:00,10931
7,W_Beoordelen fraude,2012-01-07 11:56:12.439644+00:00,2012-01-07 11:56:12.439644+00:00,2012-01-07 11:57:32.990098+00:00,10809
4,W_Completeren aanvraag,2012-01-07 12:01:44.094851+00:00,2012-01-07 12:01:44.094851+00:00,2012-01-07 12:19:29.646502+00:00,10932
10,W_Beoordelen fraude,2012-01-07 12:13:42.267076+00:00,2012-01-07 12:13:42.267076+00:00,2012-01-07 12:14:15.159878+00:00,10809
20,W_Afhandelen leads,2012-01-07 12:26:44.633949+00:00,2012-01-07 12:26:44.633949+00:00,2012-01-07 12:37:01.141544+00:00,10933
18,W_Afhandelen leads,2012-01-07 12:29:32.913734+00:00,2012-01-07 12:29:32.913734+00:00,2012-01-07 12:30:07.833752+00:00,10939
8,W_Nabellen offertes,2012-01-07 12:36:29.723649+00:00,2012-01-07 12:36:29.723649+00:00,2012-01-07 12:38:08.761822+00:00,10789
