case_id,activity,enable_time,start_time,end_time,resource
4,W_Beoordelen fraude,2012-01-07 09:33:31.669841+00:00,2012-01-07 09:33:31.669841+00:00,2012-01-07 09:35:43.638076+00:00,10809
0,W_Completeren aanvraag,2012-01-07 09:44:40.107228+00:00,2012-01-07 09:44:40.107228+00:00,2012-01-07 09:46:57.037106+00:00,10138
4,W_Afhandelen leads,2012-01-07 09:48:25.153820+00:00,2012-01-07 09:48:25.153820+00:00,2012-01-07 09:51:28.693100+00:00,10228
6,W_Beoordelen fraude,2012-01-07 09:53:52.401014+00:00,2012-01-07 09:53:52.401014+00:00,2012-01-07 09:54:03.892950+00:00,10809
8,W_Afhandelen leads,2012-01-07 10:06:47.085630+00:00,2012-01-07 10:06:47.085630+00:00,2012-01-07 10:07:22.985042+00:00,10609
5,W_Afhandelen leads,2012-01-07 10:19:48.970804+00:00,2012-01-07 10:19:48.970804+00:00,2012-01-07 10:21:48.837182+00:00,10629
6,W_Completeren aanvraag,2012-01-07 10:24:52.250918+00:00,2012-01-07 10:24:52.250919+00:00,2012-01-07 10:30:53.317407+00:00,10779
1,W_Beoordelen fraude,2012-01-07 10:28:40.370146+00:00,2012-01-07 10:28:40.370146+00:00,2012-01-07 10:30:51.708219+00:00,10809
14,W_Beoordelen fraude,2012-01-07 11:36:06.684211+00:00,2012-01-07 11:36:06.684211+00:00,2012-01-07 11:36:44.385890+00:00,10809
15,W_Afhandelen leads,2012-01-07 11:39:26.692759+00:00,2012-01-07 11:39:26.692759+00:00,2012-01-07 12:19:21.452921+00:00,10861
12,W_Beoordelen fraude,2012-01-07 11:51:40.743433+00:00,2012-01-07 11:51:40.743433+00:00,2012-01-07 11:52:03.652586+00:00,10809
17,W_Completeren aanvraag,2012-01-07 12:00:05.270233+00:00,2012-01-07 12:00:05.270233+00:00,2012-01-07 12:07:14.519402+00:00,10863
14,W_Afhandelen leads,2012-01-07 12:07:23.663257+00:00,2012-01-07 12:07:23.663257+00:00,2012-01-07 12:08:14.609060+00:00,10881
18,W_Beoordelen fraude,2012-01-07 12:13:27.036319+00:00,2012-01-07 12:13:27.036319+00:00,2012-01-07 12:13:53.988598+00:00,10809
18,W_Beoordelen fraude,2012-01-07 12:15:01.654932+00:00,2012-01-07 12:15:01.654932+00:00,2012-01-07 12:16:06.316635+00:00,10809
18,W_Afhandelen leads,2012-01-07 12:20:22.830260+00:00,2012-01-07 12:20:22.830260+00:00,2012-01-07 12:24:09.376366+00:00,10889
15,W_Afhandelen leads,2012-01-07 12:22:03.446595+00:00,2012-01-07 12:22:03.446595+00:00,2012-01-07 12:25:04.946595+00:00,10899
0,W_Beoordelen fraude,2012-01-07 12:31:39.351817+00:00,2012-01-07 12:31:39.351817+00:00,2012-01-07 12:32:42.463331+00:00,10809
24,W_Afhandelen leads,2012-01-07 12:35:18.173550+00:00,2012-01-07 12:35:18.173550+00:00,2012-01-07 12:35:18.299905+00:00,10909
6,W_Nabellen offertes,2012-01-07 12:35:30.042886+00:00,2012-01-07 12:35:30.042885+00:00,2012-01-07 12:35:40.240900+00:00,10789
6,W_Valideren aanvraag,2012-01-07 12:35:40.669541+00:00,2012-01-07 12:35:40.669541+00:00,2012-01-07 12:36:40.550443+00:00,10125
