case_id,activity,enable_time,start_time,end_time,resource
0,W_Beoordelen fraude,2012-01-07 09:04:27.259744+00:00,2012-01-07 09:04:27.259744+00:00,2012-01-07 09:05:46.612743+00:00,10809
0,W_Completeren aanvraag,2012-01-07 09:54:03.061639+00:00,2012-01-07 09:54:03.061639+00:00,2012-01-07 09:55:02.813866+00:00,10138
0,W_Completeren aanvraag,2012-01-07 09:55:05.985477+00:00,2012-01-07 09:55:05.985477+00:00,2012-01-07 09:59:40.797318+00:00,10228
3,W_Beoordelen fraude,2012-01-07 10:06:16.539429+00:00,2012-01-07 10:06:16.539428+00:00,2012-01-07 10:06:19.530596+00:00,10809
4,W_Beoordelen fraude,2012-01-07 10:13:24.487425+00:00,2012-01-07 10:13:24.487425+00:00,2012-01-07 10:16:43.915719+00:00,10809
2,W_Beoordelen fraude,2012-01-07 10:28:34.355180+00:00,2012-01-07 10:28:34.355181+00:00,2012-01-07 10:30:02.121969+00:00,10809
2,W_Beoordelen fraude,2012-01-07 10:38:19.681723+00:00,2012-01-07 10:38:19.681723+00:00,2012-01-07 10:39:18.326289+00:00,10809
5,W_Afhandelen leads,2012-01-07 10:39:01.896452+00:00,2012-01-07 10:39:01.896452+00:00,2012-01-07 10:40:13.435901+00:00,10609
5,W_Completeren aanvraag,2012-01-07 10:44:32.288784+00:00,2012-01-07 10:44:32.288785+00:00,2012-01-07 10:50:05.729735+00:00,10629
8,W_Completeren aanvraag,2012-01-07 11:03:19.676339+00:00,2012-01-07 11:03:19.676339+00:00,2012-01-07 11:13:28.410484+00:00,10779
4,W_Afhandelen leads,2012-01-07 11:07:49.475458+00:00,2012-01-07 11:07:49.475459+00:00,2012-01-07 11:09:52.367090+00:00,10861
4,W_Completeren aanvraag,2012-01-07 11:09:52.369354+00:00,2012-01-07 11:09:52.369354+00:00,2012-01-07 11:12:03.022065+00:00,10863
6,W_Afhandelen leads,2012-01-07 11:17:38.674090+00:00,2012-01-07 11:17:38.674090+00:00,2012-01-07 11:18:12.365605+00:00,10881
12,W_Beoordelen fraude,2012-01-07 11:26:26.526622+00:00,2012-01-07 11:26:26.526622+00:00,2012-01-07 11:27:05.741009+00:00,10809
12,W_Beoordelen fraude,2012-01-07 11:30:20.650981+00:00,2012-01-07 11:30:20.650981+00:00,2012-01-07 11:30:29.294876+00:00,10809
1,W_Beoordelen fraude,2012-01-07 11:38:19.674897+00:00,2012-01-07 11:38:19.674897+00:00,2012-01-07 11:39:32.707777+00:00,10809
1,W_Beoordelen fraude,2012-01-07 11:41:15.372345+00:00,2012-01-07 11:41:15.372345+00:00,2012-01-07 11:42:31.351624+00:00,10809
1,W_Beoordelen fraude,2012-01-07 11:42:55.760705+00:00,2012-01-07 11:42:55.760705+00:00,2012-01-07 11:43:12.036300+00:00,10809
7,W_Completeren aanvraag,2012-01-07 11:45:39.771367+00:00,2012-01-07 11:45:39.771366+00:00,2012-01-07 11:47:44.429971+00:00,10889
14,W_Afhandelen leads,2012-01-07 11:57:14.564808+00:00,2012-01-07 11:57:14.564808+00:00,2012-01-07 12:00:16.064808+00:00,10899
17,W_Beoordelen fraude,2012-01-07 12:14:32.201337+00:00,2012-01-07 12:14:32.201337+00:00,2012-01-07 12:14:49.340189+00:00,10809
15,W_Beoordelen fraude,2012-01-07 12:26:27.600653+00:00,2012-01-07 12:26:27.600653+00:00,2012-01-07 12:27:20.916363+00:00,10809
16,W_Afhandelen leads,2012-01-07 12:28:30.288985+00:00,2012-01-07 12:28:30.288985+00:00,2012-01-07 12:28:32.545472+00:00,10909
16,W_Afhandelen leads,2012-01-07 12:32:56.173116+00:00,2012-01-07 12:32:56.173116+00:00,2012-01-07 12:33:35.174337+00:00,10910
15,W_Afhandelen leads,2012-01-07 13:06:36.507857+00:00,2012-01-07 13:06:36.507857+00:00,2012-01-07 13:08:46.303179+00:00,10912
18,W_Afhandelen leads,2012-01-07 13:10:17.628016+00:00,2012-01-07 13:10:17.628016+00:00,2012-01-07 13:11:18.021888+00:00,10913
3,W_Completeren aanvraag,2012-01-07 13:10:25.330439+00:00,2012-01-07 13:10:25.330439+00:00,2012-01-07 13:14:23.478943+00:00,10914
1,W_Afhandelen leads,2012-01-07 13:14:03.298817+00:00,2012-01-07 13:14:03.298817+00:00,2012-01-07 13:18:59.066442+00:00,10929
2,W_Beoordelen fraude,2012-01-07 13:30:47.735075+00:00,2012-01-07 13:30:47.735075+00:00,2012-01-07 13:32:00.931860+00:00,10809
20,W_Afhandelen leads,2012-01-07 13:55:28.096403+00:00,2012-01-07 13:55:28.096403+00:00,2012-01-07 14:07:36.078861+00:00,10931
17,W_Afhandelen leads,2012-01-07 14:02:45.044877+00:00,2012-01-07 14:02:45.044877+00:00,2012-01-07 14:04:06.305552+00:00,10932
16,W_Beoordelen fraude,2012-01-07 14:09:30.176230+00:00,2012-01-07 14:09:30.176230+00:00,2012-01-07 14:09:44.062825+00:00,10809
28,W_Completeren aanvraag,2012-01-07 14:12:21.296323+00:00,2012-01-07 14:12:21.296323+00:00,2012-01-07 14:13:53.677079+00:00,10933
27,W_Afhandelen leads,2012-01-07 14:15:06.829154+00:00,2012-01-07 14:15:06.829154+00:00,2012-01-07 14:17:22.051311+00:00,10939
27,W_Beoordelen fraude,2012-01-07 14:17:17.969822+00:00,2012-01-07 14:17:17.969822+00:00,2012-01-07 14:17:42.825840+00:00,10809
12,W_Afhandelen leads,2012-01-07 14:27:59.401043+00:00,2012-01-07 14:27:59.401043+00:00,2012-01-07 14:34:06.794337+00:00,10972
11,W_Afhandelen leads,2012-01-07 14:30:13.339989+00:00,2012-01-07 14:30:13.339989+00:00,2012-01-07 14:33:23.683283+00:00,10982
17,W_Afhandelen leads,2012-01-07 14:32:06.890738+00:00,2012-01-07 14:32:06.890738+00:00,2012-01-07 14:33:47.388850+00:00,11000
19,W_Completeren aanvraag,2012-01-07 14:33:23.953819+00:00,2012-01-07 14:33:23.953820+00:00,2012-01-07 14:39:30.079911+00:00,11001
24,W_Afhandelen leads,2012-01-07 14:35:03.302197+00:00,2012-01-07 14:35:03.302198+00:00,2012-01-07 15:18:46.218766+00:00,11002
30,W_Afhandelen leads,2012-01-07 14:38:47.687615+00:00,2012-01-07 14:38:47.687615+00:00,2012-01-07 14:41:45.863786+00:00,11003
21,W_Completeren aanvraag,2012-01-07 14:41:09.937277+00:00,2012-01-07 14:41:09.937277+00:00,2012-01-07 14:44:21.283573+00:00,11009
26,W_Afhandelen leads,2012-01-07 14:41:25.017998+00:00,2012-01-07 14:41:25.017998+00:00,2012-01-07 14:43:09.586997+00:00,11119
23,W_Beoordelen fraude,2012-01-07 14:41:54.589182+00:00,2012-01-07 14:41:54.589181+00:00,2012-01-07 14:43:53.116684+00:00,10809
31,W_Beoordelen fraude,2012-01-07 14:52:05.961057+00:00,2012-01-07 14:52:05.961057+00:00,2012-01-07 14:52:54.996700+00:00,10809
32,W_Beoordelen fraude,2012-01-07 14:59:02.326189+00:00,2012-01-07 14:59:02.326189+00:00,2012-01-07 15:02:23.777246+00:00,10809
32,W_Afhandelen leads,2012-01-07 15:02:35.557816+00:00,2012-01-07 15:02:35.557816+00:00,2012-01-07 15:35:20.871580+00:00,11121
32,W_Beoordelen fraude,2012-01-07 15:11:25.953588+00:00,2012-01-07 15:11:25.953588+00:00,2012-01-07 15:12:27.028420+00:00,10809
35,W_Afhandelen leads,2012-01-07 15:14:58.237311+00:00,2012-01-07 15:14:58.237311+00:00,2012-01-07 15:23:04.703436+00:00,11122
24,W_Afhandelen leads,2012-01-07 15:23:50.160099+00:00,2012-01-07 15:23:50.160099+00:00,2012-01-07 15:27:14.703737+00:00,11169
10,W_Beoordelen fraude,2012-01-07 15:29:51.222211+00:00,2012-01-07 15:29:51.222210+00:00,2012-01-07 15:30:17.649250+00:00,10809
37,W_Beoordelen fraude,2012-01-07 15:38:47.793005+00:00,2012-01-07 15:38:47.793004+00:00,2012-01-07 15:39:08.330370+00:00,10809
24,W_Beoordelen fraude,2012-01-07 15:42:15.017495+00:00,2012-01-07 15:42:15.017495+00:00,2012-01-07 15:42:19.501093+00:00,10809
6,W_Beoordelen fraude,2012-01-07 16:15:16.609076+00:00,2012-01-08 10:00:00.000000+00:00,2012-01-08 10:01:21.654833+00:00,10809
38,W_Afhandelen leads,2012-01-07 16:16:57.312188+00:00,2012-01-08 10:00:00.000000+00:00,2012-01-08 10:02:16.584475+00:00,11179
25,W_Afhandelen leads,2012-01-07 16:29:43.611647+00:00,2012-01-08 10:00:00.000000+00:00,2012-01-08 10:04:24.366288+00:00,11180
