case_id,activity,enable_time,start_time,end_time,resource
4,W_Beoordelen fraude,2012-01-07 09:32:16.948025+00:00,2012-01-07 09:32:16.948026+00:00,2012-01-07 09:32:42.250156+00:00,10809
3,W_Afhandelen leads,2012-01-07 09:52:18.606049+00:00,2012-01-07 09:52:18.606049+00:00,2012-01-07 09:54:02.292062+00:00,10138
9,W_Beoordelen fraude,2012-01-07 09:52:57.773005+00:00,2012-01-07 09:52:57.773005+00:00,2012-01-07 09:53:58.997154+00:00,10809
1,W_Afhandelen leads,2012-01-07 10:04:01.733390+00:00,2012-01-07 10:04:01.733390+00:00,2012-01-07 10:05:59.208755+00:00,10228
8,W_Completeren aanvraag,2012-01-07 10:04:14.108337+00:00,2012-01-07 10:04:14.108337+00:00,2012-01-07 10:04:33.711379+00:00,10609
8,W_Completeren aanvraag,2012-01-07 10:04:33.711844+00:00,2012-01-07 10:04:33.711844+00:00,2012-01-07 10:07:28.410760+00:00,10629
4,W_Afhandelen leads,2012-01-07 10:16:51.670565+00:00,2012-01-07 10:16:51.670565+00:00,2012-01-07 10:18:26.123565+00:00,10779
6,W_Afhandelen leads,2012-01-07 10:17:49.515052+00:00,2012-01-07 10:17:49.515052+00:00,2012-01-07 10:19:54.621424+00:00,10861
4,W_Afhandelen leads,2012-01-07 10:27:06.567904+00:00,2012-01-07 10:27:06.567904+00:00,2012-01-07 10:31:09.356012+00:00,10863
14,W_Completeren aanvraag,2012-01-07 10:59:09.511713+00:00,2012-01-07 10:59:09.511713+00:00,2012-01-07 11:00:07.138288+00:00,10881
14,W_Completeren aanvraag,2012-01-07 11:00:10.310121+00:00,2012-01-07 11:00:10.310121+00:00,2012-01-07 11:02:14.457535+00:00,10889
15,W_Beoordelen fraude,2012-01-07 11:17:41.591693+00:00,2012-01-07 11:17:41.591693+00:00,2012-01-07 11:18:28.837388+00:00,10809
9,W_Completeren aanvraag,2012-01-07 11:20:43.210279+00:00,2012-01-07 11:20:43.210279+00:00,2012-01-07 11:22:06.565279+00:00,10899
13,W_Afhandelen leads,2012-01-07 11:21:09.076921+00:00,2012-01-07 11:21:09.076921+00:00,2012-01-07 11:21:09.076921+00:00,10909
16,W_Beoordelen fraude,2012-01-07 11:26:26.332835+00:00,2012-01-07 11:26:26.332835+00:00,2012-01-07 11:28:42.749282+00:00,10809
15,W_Completeren aanvraag,2012-01-07 11:28:33.663392+00:00,2012-01-07 11:28:33.663393+00:00,2012-01-07 11:29:38.317654+00:00,10910
17,W_Afhandelen leads,2012-01-07 11:35:15.989196+00:00,2012-01-07 11:35:15.989196+00:00,2012-01-07 11:36:47.955179+00:00,10912
21,W_Beoordelen fraude,2012-01-07 11:47:46.099712+00:00,2012-01-07 11:47:46.099712+00:00,2012-01-07 11:48:08.361747+00:00,10809
21,W_Beoordelen fraude,2012-01-07 11:54:54.330887+00:00,2012-01-07 11:54:54.330887+00:00,2012-01-07 11:55:12.517754+00:00,10809
8,W_Beoordelen fraude,2012-01-07 11:55:54.029330+00:00,2012-01-07 11:55:54.029330+00:00,2012-01-07 11:56:43.472144+00:00,10809
8,W_Beoordelen fraude,2012-01-07 11:59:25.563989+00:00,2012-01-07 11:59:25.563989+00:00,2012-01-07 12:00:00.832795+00:00,10809
12,W_Afhandelen leads,2012-01-07 12:00:10.687855+00:00,2012-01-07 12:00:10.687854+00:00,2012-01-07 12:01:32.157079+00:00,10913
