case_id,activity,enable_time,start_time,end_time,resource
0,W_Afhandelen leads,2012-01-07 09:24:37.918651+00:00,2012-01-07 09:24:37.918651+00:00,2012-01-07 09:27:16.182158+00:00,10138
3,W_Completeren aanvraag,2012-01-07 09:31:23.056812+00:00,2012-01-07 09:31:23.056812+00:00,2012-01-07 09:32:56.158883+00:00,10228
6,W_Afhandelen leads,2012-01-07 10:05:33.204320+00:00,2012-01-07 10:05:33.204320+00:00,2012-01-07 10:06:37.906220+00:00,10609
5,W_Completeren aanvraag,2012-01-07 10:51:58.006303+00:00,2012-01-07 10:51:58.006303+00:00,2012-01-07 11:03:21.914509+00:00,10629
6,W_Afhandelen leads,2012-01-07 10:56:36.710035+00:00,2012-01-07 10:56:36.710035+00:00,2012-01-07 10:58:11.163035+00:00,10779
2,W_Beoordelen fraude,2012-01-07 12:10:44.189332+00:00,2012-01-07 12:10:44.189332+00:00,2012-01-07 12:11:05.910569+00:00,10809
2,W_Beoordelen fraude,2012-01-07 12:24:13.909561+00:00,2012-01-07 12:24:13.909562+00:00,2012-01-07 12:25:24.381604+00:00,10809
9,W_Beoordelen fraude,2012-01-07 12:30:46.996116+00:00,2012-01-07 12:30:46.996116+00:00,2012-01-07 12:31:32.411482+00:00,10809
10,W_Afhandelen leads,2012-01-07 12:41:53.692929+00:00,2012-01-07 12:41:53.692928+00:00,2012-01-07 13:08:40.780742+00:00,10861
12,W_Completeren aanvraag,2012-01-07 12:52:14.987439+00:00,2012-01-07 12:52:14.987439+00:00,2012-01-07 12:53:58.125221+00:00,10863
12,W_Beoordelen fraude,2012-01-07 12:52:48.595673+00:00,2012-01-07 12:52:48.595673+00:00,2012-01-07 12:53:08.647912+00:00,10809
8,W_Afhandelen leads,2012-01-07 13:00:43.518687+00:00,2012-01-07 13:00:43.518687+00:00,2012-01-07 13:01:24.405963+00:00,10881
16,W_Completeren aanvraag,2012-01-07 13:12:19.767017+00:00,2012-01-07 13:12:19.767017+00:00,2012-01-07 13:14:46.560092+00:00,10889
14,W_Afhandelen leads,2012-01-07 13:15:27.335158+00:00,2012-01-07 13:15:27.335158+00:00,2012-01-07 13:18:28.835158+00:00,10899
15,W_Completeren aanvraag,2012-01-07 13:17:18.645287+00:00,2012-01-07 13:17:18.645287+00:00,2012-01-07 13:20:42.573509+00:00,10909
13,W_Afhandelen leads,2012-01-07 13:37:52.667069+00:00,2012-01-07 13:37:52.667068+00:00,2012-01-07 14:19:45.091500+00:00,10910
7,W_Completeren aanvraag,2012-01-07 13:53:35.130512+00:00,2012-01-07 13:53:35.130512+00:00,2012-01-07 14:00:36.084492+00:00,10912
