case_id,activity,enable_time,start_time,end_time,resource
0,Traer informacion estudiante - banner,2016-04-15 23:47:58.000000+00:00,2016-04-16 16:00:00.000000+00:00,2016-04-16 16:00:00.000000+00:00,11204
1,Traer informacion estudiante - banner,2016-04-15 23:59:06.959858+00:00,2016-04-16 16:00:00.000000+00:00,2016-04-16 16:00:00.000000+00:00,11204
2,Traer informacion estudiante - banner,2016-04-16 10:00:02.999999+00:00,2016-04-16 16:00:00.000000+00:00,2016-04-16 16:00:00.000000+00:00,11204
3,Traer informacion estudiante - banner,2016-04-16 10:08:03.886745+00:00,2016-04-16 16:00:00.000000+00:00,2016-04-16 16:00:00.000000+00:00,11204
2,Radicar Solicitud Homologacion,2016-04-16 16:06:30.426245+00:00,2016-04-17 20:00:00.000000+00:00,2016-04-17 20:00:00.000000+00:00,19019
0,Radicar Solicitud Homologacion,2016-04-16 16:27:21.643146+00:00,2016-04-16 16:27:21.643146+00:00,2016-04-16 16:27:21.643146+00:00,11204
1,Radicar Solicitud Homologacion,2016-04-16 23:36:54.938233+00:00,2016-04-18 00:00:00.000000+00:00,2016-04-18 00:00:00.000000+00:00,11204
4,Traer informacion estudiante - banner,2016-04-17 11:00:03.000000+00:00,2016-04-17 19:00:00.000000+00:00,2016-04-17 19:00:00.000000+00:00,10183
5,Traer informacion estudiante - banner,2016-04-17 11:00:44.565613+00:00,2016-04-17 19:00:00.000000+00:00,2016-04-17 19:00:00.000000+00:00,10296
6,Traer informacion estudiante - banner,2016-04-17 11:03:10.216039+00:00,2016-04-17 19:00:00.000000+00:00,2016-04-17 19:00:00.000000+00:00,10348
7,Traer informacion estudiante - banner,2016-04-17 11:43:35.121810+00:00,2016-04-17 19:00:00.000000+00:00,2016-04-17 19:00:00.000000+00:00,10962
8,Traer informacion estudiante - banner,2016-04-17 11:46:49.257040+00:00,2016-04-17 19:00:00.000000+00:00,2016-04-17 19:00:00.000000+00:00,10995
