case_id,activity,enable_time,start_time,end_time,resource
0,Traer informacion estudiante - banner,2016-04-15 23:47:58.000000+00:00,2016-04-16 16:00:00.000000+00:00,2016-04-16 16:00:00.000000+00:00,11204
1,Traer informacion estudiante - banner,2016-04-16 10:00:03.000000+00:00,2016-04-16 16:00:00.000000+00:00,2016-04-16 16:00:00.000000+00:00,11204
1,Radicar Solicitud Homologacion,2016-04-16 16:22:17.812611+00:00,2016-04-17 20:00:00.000000+00:00,2016-04-17 20:00:00.000000+00:00,19019
2,Traer informacion estudiante - banner,2016-04-16 20:00:03.000000+00:00,2016-04-18 00:00:00.000000+00:00,2016-04-18 00:00:00.000000+00:00,11204
3,Traer informacion estudiante - banner,2016-04-16 21:03:18.238020+00:00,2016-04-17 19:00:00.000000+00:00,2016-04-17 19:00:00.000000+00:00,10183
4,Traer informacion estudiante - banner,2016-04-17 11:00:02.999999+00:00,2016-04-17 19:00:00.000000+00:00,2016-04-17 19:00:00.000000+00:00,10296
5,Traer informacion estudiante - banner,2016-04-17 13:12:25.439932+00:00,2016-04-17 19:00:00.000000+00:00,2016-04-17 19:00:00.000000+00:00,10348
4,Radicar Solicitud Homologacion,2016-04-17 19:07:58.799558+00:00,2016-04-17 19:07:58.799558+00:00,2016-04-17 19:07:58.799558+00:00,10962
1,Notificacion estudiante cancelacion soli,2016-04-17 21:26:36.327145+00:00,2016-04-18 15:00:00.000000+00:00,2016-04-18 15:00:00.000000+00:00,22475
6,Traer informacion estudiante - banner,2016-04-17 21:39:22.129979+00:00,2016-04-18 16:00:00.000000+00:00,2016-04-18 16:00:00.000000+00:00,10995
2,Radicar Solicitud Homologacion,2016-04-18 01:36:33.532668+00:00,2016-04-18 16:00:00.000000+00:00,2016-04-18 16:00:04.000000+00:00,11041
0,Radicar Solicitud Homologacion,2016-04-18 07:50:24.606155+00:00,2016-04-18 16:00:00.000000+00:00,2016-04-18 16:00:08.000000+00:00,11174
7,Traer informacion estudiante - banner,2016-04-18 11:00:03.000000+00:00,2016-04-18 16:00:00.000000+00:00,2016-04-18 16:00:00.000000+00:00,11181
3,Radicar Solicitud Homologacion,2016-04-18 11:24:48.531220+00:00,2016-04-18 16:00:00.000000+00:00,2016-04-18 16:00:00.000000+00:00,11197
8,Traer informacion estudiante - banner,2016-04-18 12:42:34.141823+00:00,2016-04-18 16:00:00.000000+00:00,2016-04-18 16:00:00.000000+00:00,11218
9,Traer informacion estudiante - banner,2016-04-18 12:43:30.347086+00:00,2016-04-18 16:00:00.000000+00:00,2016-04-18 16:00:00.000000+00:00,11327
10,Traer informacion estudiante - banner,2016-04-18 13:29:29.422606+00:00,2016-04-18 16:00:00.000000+00:00,2016-04-18 16:00:00.000000+00:00,1134
