case_id,activity,enable_time,start_time,end_time,resource
0,Traer informacion estudiante - banner,2016-04-15 23:47:58.000000+00:00,2016-04-16 16:00:00.000000+00:00,2016-04-16 16:00:00.000000+00:00,11204
1,Traer informacion estudiante - banner,2016-04-16 00:55:34.397634+00:00,2016-04-16 16:00:00.000000+00:00,2016-04-16 16:00:00.000000+00:00,11204
2,Traer informacion estudiante - banner,2016-04-16 10:00:03.000000+00:00,2016-04-16 16:00:00.000000+00:00,2016-04-16 16:00:00.000000+00:00,11204
3,Traer informacion estudiante - banner,2016-04-16 10:01:17.535087+00:00,2016-04-16 16:00:00.000000+00:00,2016-04-16 16:00:00.000000+00:00,11204
4,Traer informacion estudiante - banner,2016-04-16 10:03:56.813073+00:00,2016-04-16 16:00:00.000000+00:00,2016-04-16 16:00:00.000000+00:00,11204
5,Traer informacion estudiante - banner,2016-04-16 14:00:03.000000+00:00,2016-04-16 16:00:00.000000+00:00,2016-04-16 16:00:00.000000+00:00,11204
6,Traer informacion estudiante - banner,2016-04-16 14:05:28.498077+00:00,2016-04-16 16:00:00.000000+00:00,2016-04-16 16:00:00.000000+00:00,11204
7,Traer informacion estudiante - banner,2016-04-16 14:19:47.689593+00:00,2016-04-16 16:00:00.000000+00:00,2016-04-16 16:00:00.000000+00:00,11204
8,Traer informacion estudiante - banner,2016-04-16 15:22:34.606880+00:00,2016-04-16 16:00:00.000000+00:00,2016-04-16 16:00:00.000000+00:00,11204
9,Traer informacion estudiante - banner,2016-04-16 15:36:54.456803+00:00,2016-04-16 16:00:00.000000+00:00,2016-04-16 16:00:00.000000+00:00,11204
1,Radicar Solicitud Homologacion,2016-04-16 16:00:15.000079+00:00,2016-04-17 20:00:00.000000+00:00,2016-04-17 20:00:00.000000+00:00,19019
7,Radicar Solicitud Homologacion,2016-04-16 16:01:56.270125+00:00,2016-04-16 16:01:56.270125+00:00,2016-04-16 16:01:56.270125+00:00,11204
5,Radicar Solicitud Homologacion,2016-04-16 17:00:09.331398+00:00,2016-04-18 00:00:00.000000+00:00,2016-04-18 00:00:00.000000+00:00,11204
7,Notificacion estudiante cancelacion soli,2016-04-16 17:25:41.865197+00:00,2016-04-16 21:00:00.000000+00:00,2016-04-16 21:00:00.000000+00:00,22475
10,Traer informacion estudiante - banner,2016-04-16 20:00:12.930638+00:00,2016-04-17 19:00:00.000000+00:00,2016-04-17 19:00:00.000000+00:00,10183
11,Traer informacion estudiante - banner,2016-04-16 20:01:22.089104+00:00,2016-04-17 19:00:00.000000+00:00,2016-04-17 19:00:00.000000+00:00,10296
6,Radicar Solicitud Homologacion,2016-04-16 21:10:45.001869+00:00,2016-04-17 19:00:00.000000+00:00,2016-04-17 19:00:00.000000+00:00,10348
2,Radicar Solicitud Homologacion,2016-04-16 21:43:16.342959+00:00,2016-04-17 19:00:00.000000+00:00,2016-04-17 19:00:00.000000+00:00,10962
4,Radicar Solicitud Homologacion,2016-04-17 01:52:17.883288+00:00,2016-04-17 19:00:00.000000+00:00,2016-04-17 19:00:00.000000+00:00,10995
