case_id,activity,enable_time,start_time,end_time,resource
0,Traer informacion estudiante - banner,2016-04-15 23:47:58.000000+00:00,2016-04-16 16:00:00.000000+00:00,2016-04-16 16:00:00.000000+00:00,11204
1,Traer informacion estudiante - banner,2016-04-16 14:43:32.064429+00:00,2016-04-16 16:00:00.000000+00:00,2016-04-16 16:00:00.000000+00:00,11204
2,Traer informacion estudiante - banner,2016-04-16 15:55:35.868527+00:00,2016-04-16 16:00:00.000000+00:00,2016-04-16 16:00:00.000000+00:00,11204
2,Radicar Solicitud Homologacion,2016-04-16 16:00:37.232076+00:00,2016-04-17 20:00:00.000000+00:00,2016-04-17 20:00:00.000000+00:00,19019
1,Radicar Solicitud Homologacion,2016-04-16 16:06:04.531485+00:00,2016-04-16 16:06:04.531485+00:00,2016-04-16 16:06:04.531485+00:00,11204
0,Radicar Solicitud Homologacion,2016-04-16 18:55:35.253717+00:00,2016-04-18 00:00:00.000000+00:00,2016-04-18 00:00:00.000000+00:00,11204
3,Traer informacion estudiante - banner,2016-04-17 11:00:03.000000+00:00,2016-04-17 19:00:00.000000+00:00,2016-04-17 19:00:00.000000+00:00,10183
4,Traer informacion estudiante - banner,2016-04-17 15:00:03.000000+00:00,2016-04-17 19:00:00.000000+00:00,2016-04-17 19:00:00.000000+00:00,10296
5,Traer informacion estudiante - banner,2016-04-17 15:55:32.505743+00:00,2016-04-17 19:00:00.000000+00:00,2016-04-17 19:00:00.000000+00:00,10348
6,Traer informacion estudiante - banner,2016-04-17 18:00:02.999999+00:00,2016-04-17 19:00:00.000000+00:00,2016-04-17 19:00:00.000000+00:00,10962
4,Radicar Solicitud Homologacion,2016-04-17 19:01:19.565443+00:00,2016-04-17 19:01:19.565443+00:00,2016-04-17 19:01:19.565443+00:00,10995
5,Radicar Solicitud Homologacion,2016-04-18 01:06:58.898389+00:00,2016-04-18 16:00:00.000000+00:00,2016-04-18 16:00:04.000000+00:00,11041
4,Validar solicitud,2016-04-18 02:26:19.464384+00:00,2016-04-18 15:00:00.000000+00:00,2016-04-18 15:00:00.153658+00:00,22475
7,Traer informacion estudiante - banner,2016-04-18 11:18:35.189007+00:00,2016-04-18 16:00:00.000000+00:00,2016-04-18 16:00:00.000000+00:00,11174
6,Radicar Solicitud Homologacion,2016-04-18 17:17:52.139812+00:00,2016-04-18 18:00:00.000000+00:00,2016-04-18 18:34:09.000000+00:00,11181
5,Notificacion estudiante cancelacion soli,2016-04-18 17:21:33.976780+00:00,2016-04-18 18:00:00.000000+00:00,2016-04-18 18:00:00.000000+00:00,677
6,Cancelar Solicitud,2016-04-18 18:36:45.533130+00:00,2016-04-18 18:36:45.533130+00:00,2016-04-18 18:36:45.533130+00:00,11197
7,Radicar Solicitud Homologacion,2016-04-18 18:46:38.107885+00:00,2016-04-18 18:46:38.107884+00:00,2016-04-18 18:46:38.107884+00:00,11218
6,Notificacion estudiante cancelacion soli,2016-04-18 19:40:20.556736+00:00,2016-04-18 19:40:20.556736+00:00,2016-04-18 19:40:20.556736+00:00,12196
8,Traer informacion estudiante - banner,2016-04-18 20:43:16.966246+00:00,2016-04-18 21:00:00.000000+00:00,2016-04-18 21:00:00.000000+00:00,11327
1,Validar solicitud,2016-04-19 00:21:12.465083+00:00,2016-04-19 11:00:00.000000+00:00,2016-04-19 11:00:00.000000+00:00,10923
9,Traer informacion estudiante - banner,2016-04-19 00:28:51.323252+00:00,2016-04-19 11:00:00.000000+00:00,2016-04-19 11:00:00.000000+00:00,1134
10,Traer informacion estudiante - banner,2016-04-19 08:00:03.000000+00:00,2016-04-19 11:00:00.000000+00:00,2016-04-19 11:00:00.000000+00:00,11349
9,Radicar Solicitud Homologacion,2016-04-19 11:39:43.684376+00:00,2016-04-19 11:39:43.684376+00:00,2016-04-19 11:39:43.684376+00:00,11353
10,Radicar Solicitud Homologacion,2016-04-19 11:56:39.808624+00:00,2016-04-19 11:56:39.808624+00:00,2016-04-19 11:56:39.808624+00:00,11509
11,Traer informacion estudiante - banner,2016-04-19 12:45:05.364118+00:00,2016-04-19 14:00:00.000000+00:00,2016-04-19 14:00:00.000000+00:00,11583
1,Homologacion por grupo de cursos,2016-04-19 14:27:40.059305+00:00,2016-04-20 13:00:00.000000+00:00,2016-04-20 13:04:02.198016+00:00,1007
12,Traer informacion estudiante - banner,2016-04-19 15:24:57.951100+00:00,2016-04-19 15:24:57.951100+00:00,2016-04-19 15:24:57.951100+00:00,11614
4,Homologacion por grupo de cursos,2016-04-19 17:16:23.419964+00:00,2016-04-20 13:00:00.000000+00:00,2016-04-20 13:00:22.000000+00:00,12548
13,Traer informacion estudiante - banner,2016-04-19 18:15:49.734087+00:00,2016-04-20 13:00:00.000000+00:00,2016-04-20 13:00:00.000000+00:00,11692
14,Traer informacion estudiante - banner,2016-04-19 18:57:24.191848+00:00,2016-04-20 13:00:00.000000+00:00,2016-04-20 13:00:00.000000+00:00,11706
15,Traer informacion estudiante - banner,2016-04-19 19:01:46.369680+00:00,2016-04-20 13:00:00.000000+00:00,2016-04-20 13:00:00.000000+00:00,11759
8,Radicar Solicitud Homologacion,2016-04-19 19:45:58.182360+00:00,2016-04-20 13:00:00.000000+00:00,2016-04-20 13:00:00.000000+00:00,11760
16,Traer informacion estudiante - banner,2016-04-19 23:22:33.400898+00:00,2016-04-20 13:00:00.000000+00:00,2016-04-20 13:00:00.000000+00:00,11775
17,Traer informacion estudiante - banner,2016-04-19 23:47:17.068280+00:00,2016-04-20 13:00:00.000000+00:00,2016-04-20 13:00:00.000000+00:00,11811
18,Traer informacion estudiante - banner,2016-04-20 10:44:30.988097+00:00,2016-04-20 13:00:00.000000+00:00,2016-04-20 13:00:00.000000+00:00,11854
19,Traer informacion estudiante - banner,2016-04-20 11:16:00.643148+00:00,2016-04-20 13:00:00.000000+00:00,2016-04-20 13:00:00.000000+00:00,11959
18,Radicar Solicitud Homologacion,2016-04-20 13:00:11.953290+00:00,2016-04-20 13:00:11.953290+00:00,2016-04-20 13:38:37.953290+00:00,11973
