case_id,activity,enable_time,start_time,end_time,resource
0,Traer informacion estudiante - banner,2016-04-15 23:47:58.000000+00:00,2016-04-16 16:00:00.000000+00:00,2016-04-16 16:00:00.000000+00:00,11204
1,Traer informacion estudiante - banner,2016-04-16 00:07:49.088686+00:00,2016-04-16 16:00:00.000000+00:00,2016-04-16 16:00:00.000000+00:00,11204
2,Traer informacion estudiante - banner,2016-04-16 00:56:25.195687+00:00,2016-04-16 16:00:00.000000+00:00,2016-04-16 16:00:00.000000+00:00,11204
3,Traer informacion estudiante - banner,2016-04-16 14:00:03.000001+00:00,2016-04-16 16:00:00.000000+00:00,2016-04-16 16:00:00.000000+00:00,11204
2,Radicar Solicitud Homologacion,2016-04-16 16:00:14.410174+00:00,2016-04-17 20:00:00.000000+00:00,2016-04-17 20:00:00.000000+00:00,19019
4,Traer informacion estudiante - banner,2016-04-16 18:37:10.912537+00:00,2016-04-18 00:00:00.000000+00:00,2016-04-18 00:00:00.000000+00:00,11204
5,Traer informacion estudiante - banner,2016-04-17 11:00:03.000000+00:00,2016-04-17 19:00:00.000000+00:00,2016-04-17 19:00:00.000000+00:00,10183
6,Traer informacion estudiante - banner,2016-04-17 16:45:19.205369+00:00,2016-04-17 19:00:00.000000+00:00,2016-04-17 19:00:00.000000+00:00,10296
7,Traer informacion estudiante - banner,2016-04-17 16:49:19.365834+00:00,2016-04-17 19:00:00.000000+00:00,2016-04-17 19:00:00.000000+00:00,10348
6,Traer informacion estudiante - banner,2016-04-17 19:00:03.000000+00:00,2016-04-17 19:00:03.000000+00:00,2016-04-17 19:00:03.000000+00:00,10962
4,Radicar Solicitud Homologacion,2016-04-18 02:29:27.318233+00:00,2016-04-18 16:00:00.000000+00:00,2016-04-18 16:00:00.000000+00:00,10995
3,Radicar Solicitud Homologacion,2016-04-18 03:32:48.596053+00:00,2016-04-18 16:00:00.000000+00:00,2016-04-18 16:00:04.000000+00:00,11041
8,Traer informacion estudiante - banner,2016-04-18 11:00:03.000001+00:00,2016-04-18 16:00:00.000000+00:00,2016-04-18 16:00:00.000000+00:00,11174
9,Traer informacion estudiante - banner,2016-04-18 11:18:12.548986+00:00,2016-04-18 16:00:00.000000+00:00,2016-04-18 16:00:00.000000+00:00,11181
10,Traer informacion estudiante - banner,2016-04-18 12:08:30.297097+00:00,2016-04-18 16:00:00.000000+00:00,2016-04-18 16:00:00.000000+00:00,11197
2,Validar solicitud,2016-04-18 14:58:40.988539+00:00,2016-04-18 15:00:00.000000+00:00,2016-04-18 15:00:00.000000+00:00,22475
2,Recepcion de documentos,2016-04-18 15:00:01.000000+00:00,2016-04-18 16:00:00.000000+00:00,2016-04-18 21:46:22.907214+00:00,26789
8,Traer informacion estudiante - banner,2016-04-18 16:00:03.000000+00:00,2016-04-18 16:00:03.000000+00:00,2016-04-18 16:00:03.000000+00:00,11218
9,Radicar Solicitud Homologacion,2016-04-18 16:10:29.755372+00:00,2016-04-18 16:10:29.755372+00:00,2016-04-18 16:28:27.755372+00:00,11327
11,Traer informacion estudiante - banner,2016-04-18 16:30:16.663011+00:00,2016-04-18 16:30:16.663011+00:00,2016-04-18 16:30:16.663011+00:00,1134
11,Radicar Solicitud Homologacion,2016-04-18 16:30:24.919595+00:00,2016-04-18 16:30:24.919595+00:00,2016-04-18 16:30:24.919595+00:00,11349
8,Radicar Solicitud Homologacion,2016-04-18 16:45:07.812665+00:00,2016-04-18 16:45:07.812664+00:00,2016-04-18 16:45:07.812664+00:00,11353
8,Radicar Solicitud Homologacion,2016-04-18 16:50:10.788269+00:00,2016-04-18 16:50:10.788268+00:00,2016-04-18 16:50:10.788268+00:00,11509
7,Radicar Solicitud Homologacion,2016-04-18 17:33:39.607865+00:00,2016-04-18 18:00:00.000000+00:00,2016-04-18 18:00:00.000000+00:00,11583
7,Validar solicitud,2016-04-18 21:00:18.281161+00:00,2016-04-19 12:00:00.000000+00:00,2016-04-19 12:00:07.067352+00:00,677
12,Traer informacion estudiante - banner,2016-04-19 00:53:48.637990+00:00,2016-04-19 11:00:00.000000+00:00,2016-04-19 11:00:00.000000+00:00,11614
2,Homologacion por grupo de cursos,2016-04-19 01:11:16.290935+00:00,2016-04-19 13:00:00.000000+00:00,2016-04-19 13:01:14.416320+00:00,1007
4,Cancelar Solicitud,2016-04-19 01:46:17.036055+00:00,2016-04-19 11:00:00.000000+00:00,2016-04-19 11:00:00.000000+00:00,12196
13,Traer informacion estudiante - banner,2016-04-19 08:34:21.873419+00:00,2016-04-19 11:00:00.000000+00:00,2016-04-19 11:00:00.000000+00:00,11692
