case_id,activity,enable_time,start_time,end_time,resource
0,Traer informacion estudiante - banner,2016-04-15 23:47:58.000000+00:00,2016-04-16 16:00:00.000000+00:00,2016-04-16 16:00:00.000000+00:00,11204
1,Traer informacion estudiante - banner,2016-04-15 23:50:09.151762+00:00,2016-04-16 16:00:00.000000+00:00,2016-04-16 16:00:00.000000+00:00,11204
2,Traer informacion estudiante - banner,2016-04-15 23:57:02.091946+00:00,2016-04-16 16:00:00.000000+00:00,2016-04-16 16:00:00.000000+00:00,11204
3,Traer informacion estudiante - banner,2016-04-16 01:32:58.956648+00:00,2016-04-16 16:00:00.000000+00:00,2016-04-16 16:00:00.000000+00:00,11204
4,Traer informacion estudiante - banner,2016-04-16 10:00:03.000000+00:00,2016-04-16 16:00:00.000000+00:00,2016-04-16 16:00:00.000000+00:00,11204
5,Traer informacion estudiante - banner,2016-04-16 14:00:03.000000+00:00,2016-04-16 16:00:00.000000+00:00,2016-04-16 16:00:00.000000+00:00,11204
2,Radicar Solicitud Homologacion,2016-04-16 16:00:24.520957+00:00,2016-04-17 20:00:00.000000+00:00,2016-04-17 20:00:00.000000+00:00,19019
5,Radicar Solicitud Homologacion,2016-04-16 17:21:24.332706+00:00,2016-04-18 00:00:00.000000+00:00,2016-04-18 00:00:00.000000+00:00,11204
1,Radicar Solicitud Homologacion,2016-04-16 18:34:59.519882+00:00,2016-04-17 19:00:00.000000+00:00,2016-04-17 19:00:00.000000+00:00,10183
3,Radicar Solicitud Homologacion,2016-04-16 20:35:09.435535+00:00,2016-04-17 19:00:00.000000+00:00,2016-04-17 19:00:04.484392+00:00,10296
6,Traer informacion estudiante - banner,2016-04-16 20:43:56.464305+00:00,2016-04-17 19:00:00.000000+00:00,2016-04-17 19:00:00.000000+00:00,10348
7,Traer informacion estudiante - banner,2016-04-16 20:44:30.228760+00:00,2016-04-17 19:00:00.000000+00:00,2016-04-17 19:00:00.000000+00:00,10962
8,Traer informacion estudiante - banner,2016-04-16 21:01:17.821666+00:00,2016-04-17 19:00:00.000000+00:00,2016-04-17 19:00:00.000000+00:00,10995
9,Traer informacion estudiante - banner,2016-04-16 21:39:05.368692+00:00,2016-04-17 19:00:00.000000+00:00,2016-04-17 19:00:00.000000+00:00,11041
10,Traer informacion estudiante - banner,2016-04-16 21:43:37.422766+00:00,2016-04-17 19:00:00.000000+00:00,2016-04-17 19:00:00.000000+00:00,11174
11,Traer informacion estudiante - banner,2016-04-16 21:51:21.147951+00:00,2016-04-17 19:00:00.000000+00:00,2016-04-17 19:00:00.000000+00:00,11181
4,Radicar Solicitud Homologacion,2016-04-17 09:13:22.426767+00:00,2016-04-17 19:00:00.000000+00:00,2016-04-17 19:00:00.000000+00:00,11197
12,Traer informacion estudiante - banner,2016-04-17 11:00:03.000001+00:00,2016-04-17 19:00:00.000000+00:00,2016-04-17 19:00:00.000000+00:00,11218
13,Traer informacion estudiante - banner,2016-04-17 12:37:51.290691+00:00,2016-04-17 19:00:00.000000+00:00,2016-04-17 19:00:00.000000+00:00,11327
14,Traer informacion estudiante - banner,2016-04-17 15:00:02.999999+00:00,2016-04-17 19:00:00.000000+00:00,2016-04-17 19:00:00.000000+00:00,1134
8,Traer informacion estudiante - banner,2016-04-17 19:00:03.000000+00:00,2016-04-17 19:00:03.000000+00:00,2016-04-17 19:00:03.000000+00:00,11349
7,Radicar Solicitud Homologacion,2016-04-17 19:00:08.039493+00:00,2016-04-17 19:00:08.039493+00:00,2016-04-17 19:00:08.039493+00:00,11353
10,Radicar Solicitud Homologacion,2016-04-17 19:02:36.347531+00:00,2016-04-17 19:02:36.347531+00:00,2016-04-17 19:02:36.347531+00:00,11509
4,Notificacion estudiante cancelacion soli,2016-04-17 20:03:28.631521+00:00,2016-04-18 15:00:00.000000+00:00,2016-04-18 15:00:00.000000+00:00,22475
1,Notificacion estudiante cancelacion soli,2016-04-17 20:03:36.700672+00:00,2016-04-18 12:00:00.000000+00:00,2016-04-18 12:00:00.000000+00:00,677
10,Radicar Solicitud Homologacion,2016-04-17 20:11:31.558579+00:00,2016-04-18 16:00:00.000000+00:00,2016-04-18 16:00:00.000000+00:00,11583
14,Radicar Solicitud Homologacion,2016-04-17 21:01:27.784438+00:00,2016-04-18 16:00:00.000000+00:00,2016-04-18 16:00:00.000000+00:00,11614
15,Traer informacion estudiante - banner,2016-04-17 22:57:40.304114+00:00,2016-04-18 16:00:00.000000+00:00,2016-04-18 16:00:00.000000+00:00,11692
8,Radicar Solicitud Homologacion,2016-04-18 04:21:53.029150+00:00,2016-04-18 16:00:00.000000+00:00,2016-04-18 16:00:00.000000+00:00,11706
11,Radicar Solicitud Homologacion,2016-04-18 08:34:03.363730+00:00,2016-04-18 16:00:00.000000+00:00,2016-04-18 16:00:00.000000+00:00,11759
16,Traer informacion estudiante - banner,2016-04-18 11:00:02.999999+00:00,2016-04-18 16:00:00.000000+00:00,2016-04-18 16:00:00.000000+00:00,11760
0,Radicar Solicitud Homologacion,2016-04-18 12:41:58.478251+00:00,2016-04-18 16:00:00.000000+00:00,2016-04-18 16:00:00.000000+00:00,11775
17,Traer informacion estudiante - banner,2016-04-18 14:38:26.046340+00:00,2016-04-18 16:00:00.000000+00:00,2016-04-18 16:00:00.000000+00:00,11811
17,Radicar Solicitud Homologacion,2016-04-18 16:07:57.693291+00:00,2016-04-18 16:07:57.693291+00:00,2016-04-18 16:07:57.693291+00:00,11854
17,Validar solicitud,2016-04-18 16:14:14.208705+00:00,2016-04-18 16:14:14.208705+00:00,2016-04-18 16:14:14.208705+00:00,10923
8,Validar solicitud,2016-04-18 16:23:10.252472+00:00,2016-04-18 16:23:10.252472+00:00,2016-04-18 16:25:11.898927+00:00,1707
8,Revisar curso,2016-04-18 16:25:13.345605+00:00,2016-04-18 16:25:13.345605+00:00,2016-04-18 16:25:13.345605+00:00,1314
14,Notificacion estudiante cancelacion soli,2016-04-18 17:19:58.575374+00:00,2016-04-18 18:00:00.000000+00:00,2016-04-18 18:00:00.000000+00:00,12196
15,Radicar Solicitud Homologacion,2016-04-18 22:28:27.702596+00:00,2016-04-18 23:00:00.000000+00:00,2016-04-18 23:00:00.000000+00:00,11959
18,Traer informacion estudiante - banner,2016-04-18 22:34:55.029106+00:00,2016-04-18 23:00:00.000000+00:00,2016-04-18 23:00:00.000000+00:00,11973
11,Validar solicitud,2016-04-18 23:02:34.019913+00:00,2016-04-18 23:02:34.019913+00:00,2016-04-19 11:13:06.724810+00:00,18929
10,Cancelar Solicitud,2016-04-18 23:50:42.318036+00:00,2016-04-18 23:50:42.318036+00:00,2016-04-18 23:50:45.318036+00:00,14128
12,Radicar Solicitud Homologacion,2016-04-19 00:29:14.411965+00:00,2016-04-19 11:00:00.000000+00:00,2016-04-19 11:10:57.940738+00:00,12006
10,Notificacion estudiante cancelacion soli,2016-04-19 00:58:03.328422+00:00,2016-04-19 11:00:00.000000+00:00,2016-04-19 11:00:00.000000+00:00,15884
3,Validar solicitud,2016-04-19 03:41:32.742895+00:00,2016-04-19 11:00:00.000000+00:00,2016-04-19 11:01:08.724724+00:00,22404
19,Traer informacion estudiante - banner,2016-04-19 05:00:03.000000+00:00,2016-04-19 11:00:00.000000+00:00,2016-04-19 11:00:00.000000+00:00,12129
20,Traer informacion estudiante - banner,2016-04-19 05:18:18.230579+00:00,2016-04-19 11:00:00.000000+00:00,2016-04-19 11:00:00.000000+00:00,12814
21,Traer informacion estudiante - banner,2016-04-19 08:00:02.999999+00:00,2016-04-19 11:00:00.000000+00:00,2016-04-19 11:00:00.000000+00:00,12836
